Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Philippines,PHL,GDP at market prices (current US$),NY.GDP.MKTP.CD,6684685517,7257047668,4399815073,4875248020,5271360642,5784398850,6371486693,6809047600,7591602924,8408265264,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283655,27502354651,32450398740,35646642136,37140164100,33212130823,31408478618,30734266462,29868363901,33195974365,37885485203,42575217415,44311595230,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207025219,82995147090,81026297144,76262072022,81357602950,83908206456,91371239765,1.03072E+11,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71927E+11,2.84777E+11,
Palau,PLW,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,150074726.2,160739441.9,164169207.8,160537683.5,175741581.2,193525912.2,194499458.9,195669929.1,198980088.7,186821706,184324923.8,201223885.2,215815865.6,228567644.1,250625562.8,
Papua New Guinea,PNG,GDP at market prices (current US$),NY.GDP.MKTP.CD,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706910.1,485160824.3,551237316.6,645537126.2,717716130.5,858802035.9,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527856839,6340673794,8000074071,8105331930,9716103409,12873049346,15391629871,15413232346,16928577232,
Poland,POL,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64712371654,83861126240,92527774558,94203600000,1.08678E+11,1.39411E+11,1.57079E+11,1.5755E+11,1.73338E+11,1.68225E+11,1.71886E+11,1.90521E+11,1.98681E+11,2.17513E+11,2.53529E+11,3.0441E+11,3.43261E+11,4.28763E+11,5.30185E+11,4.36476E+11,4.79243E+11,5.28742E+11,5.00228E+11,5.24059E+11,5.44967E+11,
Puerto Rico,PRI,GDP at market prices (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,21969400000,23878000000,26178400000,28266800000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00352E+11,1.01081E+11,1.03135E+11,,
"Korea, Dem. People’s Rep.",PRK,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP at market prices (current US$),NY.GDP.MKTP.CD,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8109032775,9202512367,11240223128,15092052330,17514112076,19349512941,20334835544,21441635411,23489924726,26625439344,32899759311,31980423453,30530759334,27242331886,25220451794,27118476174,38749715722,48187667853,56352797354,60600056659,78721607509,89242382961,1.07603E+11,95019103603,99698453261,1.18134E+11,1.2263E+11,1.17046E+11,1.23982E+11,1.27466E+11,1.18358E+11,1.21546E+11,1.34229E+11,1.64964E+11,1.89187E+11,1.97305E+11,2.08567E+11,2.40169E+11,2.62008E+11,2.43746E+11,2.38318E+11,2.4488E+11,2.16368E+11,2.26073E+11,2.30117E+11,
Paraguay,PRY,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,400129691.3,421700442.1,451524124.6,477012512.7,512728946,548758098.4,609047284.9,697291727.8,889357059.5,1199618980,1351889403,1540820245,1912353340,2350329157,3135123879,4094810488,5219516810,5067450002,5237432542,4067222420,2966234024,3439716399,3778316380,4082625953,4599970618,5695201563,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25071195492,24611039786,29078927135,30880859580,
Pacific island small states,PSS,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,429695829.9,516310157.9,703997067.3,1000201321,1117135872,1120202472,1168729854,1355437122,1660645961,1887691126,1945081334,1900991571,1822779931,1994615514,1889499875,2051550373,2017071717,2111237486,2205782154,2377069917,2540592092,2787173923,2938054829,3385361653,3657203558,3927208975,3923690983,3373954609,3672294807,3424361920,3350866089,3534997167,4150868093,4794349161,5249011731,5511360418,6069345226,6477187169,5756599325,6364003445,7552011492,7986838125,8227972579,8699784931,
French Polynesia,PYF,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,176534589.6,215659455,220984369.1,259590076.3,242943776.9,254035999.2,296613496.9,325843254.7,431254103,555337985.7,690319754.9,732286143.3,793193187.4,1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,,
Qatar,QAT,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,301791305.1,387700072.4,510259922.5,793884371.6,2401403171,2512783993,3284301426,3617580071,4052000457,5633000419,7829094474,8661263514,7596702995,6467582121,6704395631,6153296279,5053021805,5446428524,6038186859,6487911901,7360439211,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.69805E+11,1.9029E+11,2.01885E+11,2.10109E+11,
Romania,ROU,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565161,40424526826,41450779109,38299106120,28998684211,25121666667,26362894737,30074440483,35482292671,35329096010,35285394252,41976002704,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,1.23533E+11,1.71537E+11,2.08182E+11,1.67423E+11,1.67998E+11,1.85363E+11,1.72044E+11,1.91587E+11,1.99044E+11,
Russian Federation,RUS,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.065E+11,5.16814E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95531E+11,3.9172E+11,4.04927E+11,2.70953E+11,1.95906E+11,2.59708E+11,3.06603E+11,3.4511E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,1.90479E+12,2.01611E+12,2.07902E+12,1.8606E+12,
Rwanda,RWA,GDP at market prices (current US$),NY.GDP.MKTP.CD,119000024.1,122000016.1,125000008.1,128000000.1,129999994.1,148799980.1,124525703,159560018.2,172200018.2,188700037.2,219900006.2,222952503.9,246457838.6,290746157.5,308458403.6,571863503,637753856.1,746650611.3,905709080.9,1109346137,1254765643,1407062526,1407243133,1479687583,1587413091,1715626337,1944710688,2157432668,2395492695,2405022588,2550185693,1911600232,2029026957,1971525718,753636370.5,1293535192,1382334879,1851558199,1989343548,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581465675,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230,7219657132,7522006198,7890190337,
South Asia,SAS,GDP at market prices (current US$),NY.GDP.MKTP.CD,47688784649,50860497677,54295851368,61059494101,69962343582,75140448169,63055010159,69408573984,72867394107,80004890148,86652133909,92122896791,92636365543,1.06033E+11,1.28326E+11,1.37459E+11,1.34339E+11,1.55407E+11,1.76823E+11,1.98042E+11,2.3884E+11,2.53081E+11,2.61845E+11,2.77287E+11,2.75906E+11,3.00054E+11,3.17836E+11,3.52956E+11,3.79206E+11,3.82623E+11,4.11962E+11,3.66063E+11,3.88728E+11,3.84862E+11,4.36754E+11,4.85158E+11,5.30755E+11,5.56846E+11,5.64638E+11,6.05116E+11,6.29218E+11,6.45831E+11,6.7973E+11,7.93222E+11,9.19798E+11,1.05391E+12,1.20495E+12,1.52616E+12,1.55263E+12,1.70684E+12,2.09372E+12,2.28461E+12,2.30194E+12,2.36152E+12,2.58869E+12,
Saudi Arabia,SAU,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777711,4485777644,5377333333,7184853348,9664157499,14947391140,45412957746,46773368206,64005665722,74188249979,80265619485,1.1186E+11,1.64542E+11,1.84292E+11,1.53239E+11,1.29172E+11,1.19625E+11,1.03898E+11,86961922765,85695861148,88256074766,95344459279,1.16778E+11,1.31336E+11,1.36304E+11,1.32151E+11,1.34327E+11,1.42458E+11,1.57743E+11,1.64994E+11,1.45773E+11,1.60957E+11,1.88442E+11,1.83012E+11,1.88551E+11,2.14573E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.26811E+11,6.69507E+11,7.33956E+11,7.44336E+11,7.53832E+11,
Sudan,SDN,GDP at market prices (current US$),NY.GDP.MKTP.CD,1126364162,1222860429,1328259625,1351234926,1388282600,1446869619,1484491676,1607409539,1677771401,1847501441,2100229759,2288340041,2483055722,3077254460,3958931660,4823090192,6013210816,7499005639,8128719315,8418407787,7617256737,9538009463,9254395996,8465226937,10044297796,12459385571,15966649370,20631219762,15510324099,15295635624,12408647780,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,62688889673,66480141187,73814947341,
Senegal,SEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,792824702.8,836493103.6,857426088.8,886387334.5,939145912.2,955834759.9,984942841.5,984605218.1,1034293671,983621121.2,1024832778,1058120594,1280328105,1471913586,1658273944,2235746641,2266860710,2320786618,2591178825,3226677957,3503282842,3176771658,3109677903,2774198931,2705535968,2962200082,4189860373,5040708746,4985152888,4913065118,5716644525,5617236033,6004885321,5678827999,3877196915,4878719133,5065830414,4672503920,5030344074,5144045360,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13386345215,12812994419,12932428288,14440676929,14045681414,14951667194,15657551477,
Singapore,SGP,GDP at market prices (current US$),NY.GDP.MKTP.CD,704453107.1,764298138.1,825874493.6,917210032.1,893722817.5,974186784.2,1095902965,1237415176,1425020122,1659044471,1919496192,2262529370,2719900396,3693760000,5216837422,5633455805,6326445458,6617425714,7515823694,9294553436,11893624074,14171752830,16078932759,17775115135,19735453641,19138445912,18569643987,20897470244,25337427488,30423195895,36152800270,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,1.00164E+11,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,1.14189E+11,1.27418E+11,1.47797E+11,1.79981E+11,1.92226E+11,1.92408E+11,2.36422E+11,2.75365E+11,2.89936E+11,3.02246E+11,3.0786E+11,
Solomon Islands,SLB,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022090,151270207.9,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435101217.5,400464594,341663056,332736306.5,375109694.3,413911362.3,456707935,516074229,608292551.5,597762270.8,671585231.6,886503123.8,1025124684,1059690062,1158183054,
Sierra Leone,SLE,GDP at market prices (current US$),NY.GDP.MKTP.CD,322009471.6,327834680.6,342721579.8,348546952.1,371848114.8,359379856.2,375479849.8,348795303,329860091.9,408690163.5,434410373.8,419549425.1,465381090,575230234.4,648590642.9,679335901.1,594895672.3,691777758.4,960728338.9,1109374722,1100685845,1114830472,1295361886,995104305.3,1087471862,856890498.6,490181456.6,701307602.3,1055083945,932974411.9,649644826.8,779981458.9,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2453899847,2578026297,2900558287,3740395424,4838115453,4837512587,
El Salvador,SLV,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25163700000,
San Marino,SMR,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853373879.7,773907642.4,815205233.1,879957209.9,1122981525,1317357835,1375416604,1469000145,1687567364,1899879955,,,,,,,
Somalia,SOM,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352000000,5707000000,
Serbia,SRB,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16750000000,20948677840,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,43866423167,
Sub-Saharan Africa (developing only),SSA,GDP at market prices (current US$),NY.GDP.MKTP.CD,29595183614,30720832850,33323430982,38259106905,37238776962,41454681254,44762982735,44161641354,47256050538,54221517109,63878034292,64913362607,73193068173,93735333508,1.22436E+11,1.34649E+11,1.46451E+11,1.61309E+11,1.80189E+11,2.15582E+11,2.71471E+11,2.72871E+11,2.55112E+11,2.37592E+11,2.26112E+11,2.10798E+11,2.33519E+11,2.75086E+11,2.8883E+11,3.01931E+11,3.02767E+11,3.12472E+11,3.06322E+11,2.94617E+11,2.86501E+11,3.32667E+11,3.44014E+11,3.55591E+11,3.35407E+11,3.37251E+11,3.61253E+11,3.35561E+11,3.61093E+11,4.61956E+11,5.72874E+11,6.74656E+11,7.88528E+11,9.0899E+11,1.03249E+12,9.84886E+11,1.32303E+12,1.49214E+12,1.56309E+12,1.64887E+12,1.72832E+12,
South Sudan,SSD,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15550136279,12231362023,15727363443,17826697892,10368813559,13257635693,13282084042,
Sub-Saharan Africa (all income levels),SSF,GDP at market prices (current US$),NY.GDP.MKTP.CD,29597846787,30722594495,33325419583,38261132435,37245324740,41518063708,44830039179,44232988145,47319250114,54280162849,63931457391,64968529833,73253092987,93806612306,1.2251E+11,1.34731E+11,1.46526E+11,1.61393E+11,1.80297E+11,2.1574E+11,2.71655E+11,2.73047E+11,2.55291E+11,2.37772E+11,2.26304E+11,2.11023E+11,2.33797E+11,2.75422E+11,2.89208E+11,3.02318E+11,3.03242E+11,3.12951E+11,3.06885E+11,2.95221E+11,2.87083E+11,3.33311E+11,3.44743E+11,3.56591E+11,3.36381E+11,3.38491E+11,3.6291E+11,3.37644E+11,3.63597E+11,4.65147E+11,5.78128E+11,6.83807E+11,7.98705E+11,9.20819E+11,1.04951E+12,9.96043E+11,1.33684E+12,1.51056E+12,1.58236E+12,1.66756E+12,1.74524E+12,
Small states,SST,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,3371575056,3537700910,3903313963,4260018251,4605421328,4942212979,4967006902,5422137279,5954513491,6558998337,7578170308,8984876215,12465589129,14918254040,16300220735,17976755769,18454185623,21870909234,27086469249,28041517499,29041295134,29386830477,28449707536,27359618091,27305880691,30272485828,33389612503,34899334192,40364196538,40749995826,42352149904,42322815004,44531875278,49506311852,53066372591,56014185362,56449691060,59980663450,63869576735,64709538426,67440560650,78823118429,92177657663,1.05985E+11,1.16628E+11,1.32354E+11,1.53084E+11,1.31306E+11,1.47823E+11,1.71374E+11,1.72874E+11,1.76519E+11,1.80473E+11,
Sao Tome and Principe,STP,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72230284.44,80531992.12,96343906.43,105360801.9,126194166.2,134441116.9,145827429.6,189595284.4,192558289.7,195176113.4,239986643.5,265592759.8,305632896.6,337413478.1,
Suriname,SUR,GDP at market prices (current US$),NY.GDP.MKTP.CD,93850000,98400000,103500000,110000000,120850000,138650000,171100000,198450000,220600000,233450000,247150000,270650000,287600000,305300000,368600000,465000000,505500000,641000000,735500000,783000000,794900000,889050000,915150000,883600000,864150000,873250000,891000000,979850000,1160900000,542520000,388300000,448300000,404600000,428794117.6,605492537.3,693970588.2,860630922.7,929607500,945000000,885444186,892164393.9,763465550.5,1078402128,1271196078,1484092538,1793776693,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5130909091,5210303030,
Slovak Republic,SVK,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694544693,14213045494,15431288006,16452201101,20079363626,25733043137,27821913815,27660149541,29828899206,30415095887,29114875622,30703017450,35083608131,46731767494,57240535138,62493023256,70388970016,86072414454,1.00077E+11,88661440678,89254492715,97919816514,93049721684,98033841689,1.00249E+11,
Slovenia,SVN,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21273048928,21480028329,20749144658,22125432776,22689993408,20342197589,20875389931,23563581047,29697443017,34470229198,36346971770,39587730523,48114686559,55589849128,50244790220,48016463576,51287600778,46239992125,47675804618,49491440620,
Sweden,SWE,GDP at market prices (current US$),NY.GDP.MKTP.CD,14842870293,16147160123,17511477311,18954132366,21137242561,23260320646,25302033132,27463409202,29143383491,31649203886,37555366021,40980345656,48263914959,58567384059,65082581295,81716751698,88102107647,93136775103,1.0297E+11,1.21647E+11,1.40089E+11,1.27858E+11,1.12768E+11,1.03534E+11,1.07662E+11,1.12514E+11,1.48376E+11,1.80429E+11,2.04068E+11,2.14875E+11,2.58154E+11,2.70363E+11,2.80312E+11,2.09951E+11,2.2608E+11,2.64052E+11,2.88104E+11,2.64478E+11,2.668E+11,2.70848E+11,2.59802E+11,2.39917E+11,2.63926E+11,3.31109E+11,3.81705E+11,3.89042E+11,4.20032E+11,4.87816E+11,5.13966E+11,4.29657E+11,4.88379E+11,5.63113E+11,5.43881E+11,5.78742E+11,5.7109E+11,
Swaziland,SWZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,35076845.98,43026042.81,45927961.65,54129438.37,64980554.03,70279971.92,76859969.29,74759970.13,79799968.11,105419957.9,112139955.2,136462080.9,146740389.9,221915096.2,264320939.6,288299883.9,272549999.8,304059999.7,340629999.7,412094078.1,542007473.1,571514416.3,537568142.1,555336145.9,494483241.4,361012319.1,449140384,584125996.6,692026606.9,696921409.5,1114694112,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1524496383,1349339652,1224226095,1854032546,2420645241,2584089444,2947943587,3053808159,3019779209,3144671159,3527776867,4963056472,4912817412,4562432045,4412891830,
Sint Maarten (Dutch part),SXM,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP at market prices (current US$),NY.GDP.MKTP.CD,12012025.25,11592024.36,12642026.57,13923029.26,15393032.35,15603032.8,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.2,147357222.8,154902869,147912069.8,146712850.5,151313242,168887539.1,207850623.6,249267039.8,283828769,304832867.4,368584758.9,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033629538,967216406.5,847427372.7,969970292.8,1065818956,1134239543,1411035754,1422608276,
Syrian Arab Republic,SYR,GDP at market prices (current US$),NY.GDP.MKTP.CD,857704431.7,945244992.2,1110565864,1200447429,1339494290,1472036551,1342287557,1580229795,1753746370,2245011572,2140383696,2589851693,3059682162,3239488105,5159557176,6826980767,7633528921,7696011360,9275203106,9929682184,13062421025,15518199247,16298905397,17589184557,17503082982,16403544511,13293209270,11356215713,10577042355,9853396226,12308624284,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233969,15200846138,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,
Turks and Caicos Islands,TCA,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP at market prices (current US$),NY.GDP.MKTP.CD,313582727.6,333975336.6,357635713.9,371767002.7,392247517.6,416926303,432794922.5,449826323,453980096.7,471635620.9,469266736.6,501866730.7,585427545.7,647199482.8,652532796.1,864602103.3,866044961,935360466.4,1113920123,1004316495,1033002402,876937559.7,834369860.4,832415806,919103735.3,1033069710,1067828247,1163426851,1482597299,1433686310,1738605558,1877138042,1881847677,1463251055,1179837955,1445919970,1607345450,1544689503,1744794457,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12368070169,12949853281,13922224561,
Togo,TGO,GDP at market prices (current US$),NY.GDP.MKTP.CD,121128072.4,126396468.9,132237468.2,143255813.3,166104078.4,187300310.2,216136231.8,231706439.9,241956916.8,267732472.8,253976592.1,286537570.1,335677600.3,406479937.1,560437817.9,617321668.4,619375149,777435063,824263986.8,891775721.1,1136409054,962347169,821652037,765746518.2,718149015.8,762359786,1060911724,1249099286,1378847400,1352949665,1628427587,1602299863,1692959110,1233496846,982624324.5,1309382885,1465448290,1498950899,1587345951,1576094566,1294250233,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3915776459,4338575824,4518443477,
Thailand,THA,GDP at market prices (current US$),NY.GDP.MKTP.CD,2760750921,3034037872,3308912930,3540403470,3889130442,4388937645,5279230812,5638461437,6081009422,6695336561,7086538431,7375000024,8177872958,10838593717,13702998648,14882770239,16985208712,19779312336,24006567108,27371650353,32353514502,34846038518,36589772337,40042798315,41797647303,38900711298,43096774497,50535445680,61667254411,72250747142,85343189321,98234695722,1.11453E+11,1.2889E+11,1.46683E+11,1.69279E+11,1.83035E+11,1.5018E+11,1.13676E+11,1.26669E+11,1.26392E+11,1.20297E+11,1.34301E+11,1.52281E+11,1.72895E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.81575E+11,3.40924E+11,3.70609E+11,3.97472E+11,4.20167E+11,4.04824E+11,
Tajikistan,TJK,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066,2535545389,1909246641,1646693875,1346074461,1231523105,1043893063,921843115.8,1320126665,1086567368,860550294.3,1080774006,1221113795,1554125543,2076148710,2312344311,2830228903,3719515379,5161298559,4979471964,5642221529,6522755783,7633036366,8506615265,9241627841,
Turkmenistan,TKM,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368660561,2988678841,3049945191,3232066837,3197224007,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22148070175,29233333333,35164210526,41012982456,47931929825,
Timor-Leste,TLS,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368000000,452000000,444000000,453000000,466000000,491000000,463000000,559000000,694000000,818000000,934000000,1138000000,1295000000,1319000000,1417000000,
Tonga,TON,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855,113563821.6,132201141.4,137066290.6,138489884.4,193775943,202547013.9,219583570.1,212155124.7,188686997.3,194669501.6,188623258.5,167042898.9,181801931.5,208098552.8,236247362.5,258739680.9,287983019.9,299657872,340041546.5,321303416.1,369816107,441232909.2,457244315.2,432893161.2,434380117,
Trinidad and Tobago,TTO,GDP at market prices (current US$),NY.GDP.MKTP.CD,535673245.3,584964613.1,619322801.8,678239320.3,711897510.7,736573148.7,723739847.7,761981451.3,758899950,779200000,821850000,896763407.3,1083392307,1308786064,2042002018,2442667525,2500420785,3138666542,3562333317,4602416442,6235833086,6992083055,8140416343,7763749691,7757083025,7375918224,4794444571,4797777905,4496910569,4323058824,5068000000,5203294118,5318352941,4581301041,4947256494,5329197350,5759604336,5737799319,6043694330,6808966645,8154385854,8824841173,9008273721,11305459802,13280203207,15982284589,18369057237,21642383059,27870226095,19175164825,21037565681,24409841948,24580844843,27257473691,28882663254,
Tunisia,TUN,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685152605,2237570219,2730787476,3545852329,4328933304,4508139372,5109919571,5968474422,7188899277,8743054698,8428513568,8133538743,8350545840,8254573073,8410185740,9017795297,9696739314,10096292842,10101862386,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44051138745,45876971161,45131250400,46920723826,48612652412,
Turkey,TUR,GDP at market prices (current US$),NY.GDP.MKTP.CD,13995067818,8022222222,8922222222,10355555556,11177777778,11944444444,14122222222,15666666667,17500000000,19466666667,17086956522,16256619964,20431095406,25724381625,35599913836,44633707243,51280134554,58676813687,65147022486,89394085658,68789289566,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,1.07143E+11,1.50676E+11,1.50028E+11,1.58459E+11,1.8017E+11,1.3069E+11,1.69486E+11,1.81476E+11,1.89835E+11,2.69287E+11,2.49751E+11,2.66568E+11,1.96005E+11,2.32535E+11,3.03005E+11,3.92166E+11,4.8298E+11,5.309E+11,6.47155E+11,7.30337E+11,6.14554E+11,7.31168E+11,7.74754E+11,7.88863E+11,8.23243E+11,7.98429E+11,
