Vendor Name , Budget Fiscal Year , Date , Vendor HQ State , Vendor HQ City , Government Area , Department Name , Department , Account , Account Name , Funding Type , Fund Name , Fund , Object Class , Object Code Name , Object Code , Statewide Contract Number , Amount Spent
KAREN JOAN ANDERSON,2010,2009-07-24,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1295.04
STAT-CARE PHARMACY LLC,2010,2009-08-21,MA,NORTH GRAFTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,22990.5
ALERT AMBULANCE SERVICE INC,2010,2009-09-14,MA,FALL RIVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,400.35
WOBURN MEDICAL ASSOCIATES,2010,2009-09-28,MA,WOBURN,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,13.56
ST JOHNS EMER ASSOC PC,2010,2009-10-23,MA,LOWELL,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,2599.47
LEONARD ORTHODONTICS LLC,2010,2009-10-26,MA,NORTH ANDOVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000950,Children's Behavioral Health Initiative,Budgetary,General Fund,0010,RR,Medicaid,R10,,57981
GARY L SHAPIRO,2010,2009-11-20,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,68.06
MELROSE INTERNAL MEDICINE ASSC,2010,2009-11-13,MA,MELROSE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,1.14
CHIH-MING KO DMD & PO-HSI WU,2010,2009-11-27,MA,BILLERICA,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,2717
"TRUSTEES OF TUFTS COLLEGE, SCHOOL OF DENTAL MEDICINE",2010,2009-12-21,MA,MEDFORD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,2763
PATRIOT ELDER CARE INC,2010,2009-12-11,MA,MEDFIELD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,111.13
NORTH SHORE MEDICAL CENTER INC,2010,2009-12-14,MA,SALEM,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,23170.06
"TOWN OF BRAINTREE, TREASURER",2010,2009-09-30,MA,BRAINTREE,Administration and Finance,Department of Revenue,DOR,70610008,"REIMBURSEMENT OF SCHOOL AID TO CITIES,",Budgetary,General Fund,0010,PP,Cherry Sheet Distributions,P04,,1415011
PEOPLE INCORPORATED,2010,2009-12-17,MA,FALL RIVER,Health and Human Services,Department of Developmental Services,DMR,59203000,"RESPITE SERVICES PROGRAM FOR ADULTS,",Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,,157.5
CUE DATA SERVICES,2010,2009-09-29,MA,NORWELL,Energy & Environmental Affairs,Department of Environmental Protection,EQE,22309702,PERFORMANCE PARTNERSHIP,Federal Grants,Federal Grants Fund,0100,UU,Information Technology (IT) Professionals,U05,ITS33,1845.28
VERIZON NEW ENGLAND INC,2010,2009-10-20,NY,NEW YORK,Energy & Environmental Affairs,Department of Environmental Protection,EQE,22002015,OIL & HAZARDOUS MATERIALS CLEAN UP,Capital,General Capital Projects Fund,0200,UU,Telecommunications Services - Voice,U02,ITT09,100.97
LOGAN STAMP,2010,2009-11-13,MA,EAST BOSTON,Judiciary,Trial Court,TRC,03300300,ADMINISTRATIVE STAFF,Budgetary,General Fund,0010,LL,Office Equipment Maintenance & Repair,L45,LEG EXEMPT,285
"SEVEN HILLS FAMILY SRV INC, SERVICES INC",2010,2009-11-18,MA,WORCESTER,Health and Human Services,Department of Developmental Services,DMR,59203000,"RESPITE SERVICES PROGRAM FOR ADULTS,",Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,303LO12,-1866.58
JOSEPH M DOWNES JR,2010,2009-09-02,,,Public Safety and Security,Department of Public Safety,DPS,83151000,DIVISION OF INSPECTION,Budgetary,General Fund,0010,EE,Reimbursement for Traval and Other Expenses for Board Member,E98,,84.6
STEVEN S MILLER DDS,2010,2009-07-10,MA,WAREHAM,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,299
"DCS MENTAL HEALTH, INC",2010,2009-07-13,MA,MEDFORD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,418.08
EDUARDO D TALUSAN,2010,2009-07-27,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,51.4
"BIRGHAM AND WOMENS, PHYSICIANS ORGANIZATION",2010,2009-07-27,MA,BOSTON,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,1390.39
PATHOLOGY SERVICES INC,2010,2009-08-14,MA,LEXINGTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,171.62
"MHHP ACQUISITION CO, LLC",2010,2009-09-08,MA,W SPRINGFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,11270.25
MICHAEL T LEAHY MD,2010,2009-08-28,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,48.67
COOPERATIVE ELDERSERVICES,2010,2009-08-31,MA,LEXINGTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,678.8
MGH PHYSICIANS ORGANIZATION,2010,2009-09-28,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40030806,"REFUGEE CASH, MEDICAL AND ADMINISTRATION",Federal Grants,Federal Grants Fund,0100,RR,Medicaid,R10,,233.32
"METRO HLTH FND OF MASS INC, GORDON HEALTHCARE MGMT",2010,2009-09-28,MA,FAIRHAVEN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,400.5
MILTON RADIOLOGISTS,2010,2009-09-11,MA,BROCKTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,360.4
PARTNERS HEALTHCARE OF CT,2010,2009-10-23,CT,EAST WINDSOR,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,86.61
PULMONARY CARE PC,2010,2009-10-30,MA,FALL RIVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,80.31
FAMILY MED & MATERNITY CARE PC,2010,2009-11-06,MA,LEOMINSTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,118.12
COMMUNITY HEAL CARE INC,2010,2009-10-29,MA,CHICOPEE,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,20
SOUTH SHORE MENTAL HEALTH CENTER INC,2010,2009-12-15,MA,NORTH QUINCY,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,70
QUINCY MEDICAL CENTER,2010,2009-11-27,MA,QUINCY,Health and Human Services,Department of Public Health,DPH,45139007,NUTRITIONAL STATUS OF WOMEN AND INFANTS,Federal Grants,Federal Grants Fund,0100,MM,Purchased Human & Social Services For Clients/Non Medical,M03,700915,71062.46
"THE BRIEN CENTER FOR MENTAL, HEALTH & SUBSTANCE ABUSE SVCS",2010,2009-10-16,MA,PITTSFIELD,Health and Human Services,Department of Mental Health,DMH,50425000,FOR THE CHILD & ADOLESCENT SERVICES,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,20012110307926,5189.54
TOWN OF AQUINNAH,2010,2009-10-14,MA,AQUINNAH,Administration and Finance,Department of Revenue,DOR,12012286,MASS COMMUNITY PRESERVATION TRUST FUND,Trusts,Community Preservation Trust Fund,0038,PP,"State Collected Taxes, Fines, Fees Distrib to Local Gov.",P05,,65798
AMERICAN CONTRACT SERVICES INC,2010,2009-12-16,MA,AUBURNDALE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000950,Children's Behavioral Health Initiative,Budgetary,General Fund,0010,UU,Information Technology (IT) Professionals,U05,ITS33-STAFFAUGC,4548.96
"QWEST COMMUNICATIONS CO LLC, CENTURYLINK",2010,2009-11-05,CO,DENVER,Independents,Office of the Attorney General,AGO,08100000,DEPARTMENT OF THE ATTORNEY GENERAL,Budgetary,General Fund,0010,UU,Telecommunications Services Data,U01,ITT09,59.03
"NEW ENGLAND OFFICE SUPPLY, INC.",2010,2009-11-24,MA,BRAINTREE,Public Safety and Security,Department of Fire Services,DFS,83240000,DEPARTMENT OF FIRE SERVICES,Budgetary,General Fund,0010,EE,Office & Administrative Supplies,E01,OFF28,202.76
EXCEL LAN COMMUNICATIONS,2010,2009-11-27,MA,NORTHBORO,Energy & Environmental Affairs,State Reclamation Board,SRB,25201000,CENTRAL MASSACHUSETTS-MOSQUITO CONTROL,Trusts,Mosquito and Greenhead Fly Control Fund,0113,UU,Information Technology (IT) Cabling,U06,04012004NTWRK,100
"JAMES M CAMERON, MASS CIVIL OFFICER ASSOC",2010,2009-12-02,,,Administration and Finance,Department of Revenue,DOR,12010162,Impact on Child Support Incentives (Fed Match) - ARRA,Trusts,Child Support Enforcement Fund,0142,JJ,"Sheriffs, Constables & Process Servers",J41,,26.4
WACHUSETT EMERGENCY PHYS,2010,2009-07-13,MA,LEOMINSTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,42.59
"PARKWELL HEALTHCARE, LLC",2010,2009-07-13,GA,ATLANTA,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,8296.6
IHS OF CAPE COD LLC,2010,2009-09-21,MA,HARWICH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,78.65
COASTLINE ELDERLY SERVICES INC,2010,2009-10-13,MA,NEW BEDFORD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,11671.32
RHEUMATOLOGY CONSULTANTS,2010,2009-10-19,MA,BROCKTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,122.38
"MARTHA'S VINEYARD HOSP INC, OUT PATIENT",2010,2009-10-26,MA,OAK BLUFFS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,780.26
"DB PHARMACY INC, DANIEL BALLING",2010,2009-12-04,MA,NANTUCKET,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,2513.58
SOUTHCOAST EYE CARE INC,2010,2009-12-18,MA,NORTH DARTMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,47.53
FRANK T M NGHIEM DMD,2010,2009-12-04,MA,DORCHESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,229
PATRICIA E MELVILLE,2010,2009-10-23,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,2606.8
DANIEL RUTRICK MD PC,2010,2009-10-28,MA,WATERTOWN,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,20
JOHN F MULQUEEN MD,2010,2009-10-14,,,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,25
"GREG DANAS, G&G FIREARMS EXPERTS",2010,2009-11-05,,,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,2000
TEK SYSTEMS INC,2010,2009-12-01,MD,HANOVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40001700,Health and Human Services Information Technology Costs,Budgetary,General Fund,0010,UU,Information Technology (IT) Professionals,U05,ITS33,5600
CAPRI OPTICS INC,2010,2009-08-24,NY,BROOKLYN,Public Safety and Security,Department of Correction,DOC,89000021,FOR THE COSTS OF PRODUCTS PRODUCED BY,Other,Intragovernmental Services Fund,0015,FF,Manufacturing Supply & Materials & Raw Materials,F19,RFR EW-7548-02,6632
BAY COVE HUMAN SERVICES INC,2010,2009-12-23,MA,BOSTON,Health and Human Services,Department of Mental Health,DMH,50460000,MENTAL HEALTH SERVICES FOR ADULT CLIENTS,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,992630303401,40314.76
GERALD F MASAITIS,2010,2009-07-10,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,102
FREDERICK T HELLER,2010,2009-07-24,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,79.51
SOUTH SHORE NEUROLOGY ASSC INC,2010,2009-08-07,MA,SOUTH WEYMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,290.24
BELLINGHAM FAMILY DENTAL,2010,2009-08-21,MA,CHELSEA,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,329
IVERS RIFKIN,2010,2009-08-14,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,114
TOWN OF EDGARTOWN,2010,2009-08-31,MA,EDGARTOWN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,616.81
"MERRIMACK VALLEY ANESTHESIA, ASSOCIATES INC",2010,2009-10-05,MA,WESTWOOD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,105.48
H C WATSON CORPORATION,2010,2009-11-02,MA,DANVERS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,17987.16
M SWARTZ DDS & W ONEILLPC,2010,2009-11-20,MA,WEST ROXBURY,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,199
"CARDIOLOGY & INTERNAL MEDICINE, ASSOCIATES INC",2010,2009-12-21,MA,SPRINGFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,46.07
NORTH ATTLEBOROUGH DENTAL,2010,2009-12-04,MA,N ATTLEBORO,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,448
THOMAS BESSETTE,2010,2009-10-23,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,875
RAMONA HART,2010,2009-12-16,,,Transportation,Department of Transportation,DOT,61107201,SNOW AND ICE CONTROL,Trusts,Massachusetts Transportation Trust Fund,0044,NN,Highway Horizontal/Lateral Maintenance & Improvements,N22,SNOW & ICE CON,122.41
TOWN OF WESTON,2010,2009-12-04,MA,WESTON,Independents,Secretary of the Commonwealth,SEC,05210005,Senate Special Election,Budgetary,General Fund,0010,PP,Grants To Public Entities,P01,,2488
LAWYERS WEEKLY INC,2010,2009-08-05,MN,MINNEAPOLIS,Independents,Middlesex Sheriff's Department,SDM,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,Budgetary,General Fund,0010,EE,Advertising Expenses,E13,,350
G A BLANCO & SONS INC,2010,2009-09-01,MA,GREAT BARRINGTON,Public Safety and Security,Emergency Management Agency,CDA,80004692,HOMELAND SECURITY II,Federal Grants,Federal Grants Fund,0100,EE,Office & Administrative Supplies,E01,ITC36,740
Vendor Name Not Available,2010,2009-12-16,,,Judiciary,Trial Court,TRC,03300300,ADMINISTRATIVE STAFF,Budgetary,General Fund,0010,JJ,Jury & Witness Fees,J24,,439.2
GLOBAL MONTELLO GROUP LLC,2010,2009-12-21,MA,WALTHAM,Public Safety and Security,Department of Correction,DOC,89000001,ADMINISTRATION AND OPERATION OF THE,Budgetary,General Fund,0010,GG,Fuel For Buildings,G06,ENE220000000000,2274.15
"MASSACHUSETTSMENTOR INC, PATRICIA MAGUIRE",2010,2009-10-07,MA,BOSTON,Health and Human Services,Department of Children and Families,DSS,48000038,SERVICES FOR CHILDREN & FAMILIES,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,DSSFNS06,993
WESTON CORP,2010,2009-08-20,MA,HINGHAM,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,275.6
ROAD TO RESPONSIBILITY INC,2010,2009-09-08,MA,MARSHFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,37344.51
"NORFOLK CTR FOR CANCER CARE&, HEMATOLOGY",2010,2009-08-28,MA,BROCKTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000875,CERVICAL/BREAST CANCER BENEFITS,Budgetary,General Fund,0010,RR,Medicaid,R10,,99.52
"MASS EYE & EAR ASSOC INC, DEPT OTOLARYNGOLOGY",2010,2009-09-14,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000875,CERVICAL/BREAST CANCER BENEFITS,Budgetary,General Fund,0010,RR,Medicaid,R10,,141.18
PATRICIA TOCCI,2010,2009-11-06,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,35.99
DAVID CLINTON,2010,2009-12-18,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,13.56
TU QUYNH T NGUYEN,2010,2009-12-18,MA,DORCHESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,183.46
IVPCARE INC,2010,2009-12-31,MA,WILMINGTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,2659.82
MARC GERSTENFELD,2010,2009-10-09,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,3001.8
"COUNSELING CENTER, IN THE BERKSHIRES INC",2010,2009-12-21,MA,PITTSFIELD,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,15
UNIVERSITY OF MASS,2010,2009-10-29,MA,SHREWSBURY,Health and Human Services,Department of Public Health,DPH,45139037,RYAN WHITE COMPREHENSIVE AIDS RESOURCES,Federal Grants,Federal Grants Fund,0100,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,600214,970.67
"TRI-COUNTY REGIONAL VOCATIONAL, SCHOOL DISTRICT",2010,2009-11-02,MA,FRANKLIN,Education,Elementary and Secondary Education,DOE,70437001,SPECIAL EDUCATION GRANTS,Federal Grants,Federal Grants Fund,0100,PP,Grants To Public Entities,P01,GRANT APPL,5407
